author_name,review_title,review_text,author_rating,visit_date,overall_rating,restaurant_name
ZurielKiru,Relaxation Spot,"Walking into Farmcity and soaking in the sea view, I knew its gon' be a regular relaxation spot for me. We had  to wait for the mouth watering order placed. Meal, drink and music enjoyed and I want to repeat this often. Yes, you have...More",30,Jan-19,3,Farmcity
Sunday O,Ocean-view environment,"Nice location, ocean-view in high brow environment, adequate security but minimum/no consideration for customers parking. Its supposed to be an outdoor restaurant/relaxation spot but at night, its polluted by ladies of easy virtues prowling for prey just like a pub. Don't know the management can...More",30,Nov-18,3,Farmcity
JoanO539,Good Value for money Food. Poor Service,"One of the best places to have fish in Lagos. I have been here several times and the fish never dissapoints. But the service leaves much to be desired.  You have to ask to be served, the food takes forever to arrive,  the waiter sometimes...More",25,Sep-18,3,Farmcity
Obiawolo A,Terrible Service,"I have been to Farm City three times and in all my visits i constantly had to beg for service. during my last visit i signaled to waiter after waiting for 15 minutes, he completely ignored us and walked past. i do not know if...More",35,Oct-18,3,Farmcity
Peter B,Dissapointing,"3rd visit but think it will be my last...The food l,when it comes is generally good and very reasonable price wize.. Reminds me of a place I visit in Johannesburg.. always cold.

My complaint with the place is 1:20 minutes to get 4 hamburgers and...More",40,Oct-18,3,Farmcity
Ayo O,"Great View, Good Food","Farm City is easy to locate along Admiralty way in Lekki, Lagos; however, parking can be tricky and it is advisable to take a taxi there during rush hour. 

The waiters are pleasant and promptly attend to customers. I ordered for the grilled fish and...More",30,Sep-18,3,Farmcity
adey_naija,Great Ambience combine with Good Food,"I really enjoyed my visits to this wonderful place.

Service is focused and quick (relatively as the menu is a la carte) but you can get the impression that the waiters are switched on. The venue itself has both indoor and outdoor sections. The indoor...More",40,Mar-18,3,Farmcity
johne999a,Hmmm. Great location total let down on food and drink,"Went with a collegue on Sunday late morning to have a coffee and snack. 

I ordered an iced coffee. Tasted fine just very small more like an iced espresso. 

My collègue ordered juice, waiter said you could only buy a full litre box!

We shared...More",10,Aug-18,3,Farmcity
LordBodeOjuri,Lively bar on the ocean,"Well Lagos night life has a lot of spice and this wasn’t and execution. Bar/Lounge/Restaurant all in one with that ocean for a background giving breeze to the well spiced grilled fish. Staff ok, prices reasonable and DJ was on the money. Well recommended chill...More",20,Jun-18,3,Farmcity
Olumide K,Recommended for a night out,Lovely concept. Visited with a couple of friends sat by the lagoon side. Great for a night out with friends. Highly recommended.,40,May-18,3,Farmcity
mail4azu,"Great hang out, afford and good quality food.","I am kinda picky but found thia place to serve good quality food. The price was good and the atmosphere is very bubbly and lively. The staff are excellent, polite and well mannered. It is by the river too and it is 24 hours so...More",40,Apr-18,3,Farmcity
Dupri00,Waterside Hangout,"Been here a couple of times and it has both positives and negatives.

Positives: Nice bar by the sea. Lots of food and drink options. Very nice roasted fish. If you really like spicy fish, you sure will get it here. They play very good...More",20,Apr-18,3,Farmcity
Priscilla A,Nice Cocktails,"I've been to farmcity twice, mostly because of their nice mock/cocktails and also because you are literally on the ocean/lagoon as you sip your drink. They have nice pepper soup as well but can take forever to serve your meal.",50,Mar-17,3,Farmcity
bunmiOdez,Great place if you love fish,"Went with my colleagues last December. They had alot of clients but I believe its because it was during the festive period.
The bar menu is not so great and in my opinion overpriced.
Farm city is well known for their grilled fish (Catfish and...More",50,Dec-17,3,Farmcity
Gabriel B,TOO EXPENSIVE,"Cool location but too expensive, not all fingers are equal as a popular adage says but things should be balance at least. the location is beautiful but the food and drinks is more than expensive, even table water of #50 outside is  #1,000 in farmcity.",40,Oct-17,3,Farmcity
