author_name,review_title,review_text,author_rating,visit_date,overall_rating,restaurant_name
Lez M,This restaurant just gets better and better!,"This restaurant offers it all. One can watch sport on a big screen outside, have a drink at the bar by the outside bread oven or have a superb meal in air conditioned comfort with excellent service inside. All the Lebanese classics are preoarred to...More",40,Jun-18,4.5,B.L. Restaurant
ARC K,Unexpected,"Good Evening Sir,
Thank you very much for your detailed review.
We Appreciate your observations & kind review.
Looking Forward to serve you better.",20,May-18,4.5,B.L. Restaurant
DrSavant,My new go to spot in Lagos,We have been going to B.L. Restaurant now since they opened 2 years ago.  They have just upgraded their menu and are in the process of finishing putting a cover over their outdoor area with a projection TV screen.  The TV outside does nothing for...More,40,Jan-18,4.5,B.L. Restaurant
bruceg819,Authentic Lebanese food,"Good Evening !
Thank you so so so much for your review...
We Appreciate every bit.
Kind Regards,",50,Mar-18,4.5,B.L. Restaurant
Ricalea,It was good...,On Sunday went to bl unannounced our party involved  over 10 people with kids wow they accommodated us fed us to the point of no return  to makes things even better I ordered a complete  cake that was customized  with my daughters  name. Had a...More,50,Apr-18,4.5,B.L. Restaurant
Tjammal,Authentic Taste of Lebanese dishes,"Good Evening !
Apologies for our late reply.
We appreciate your review.
Thank you for taking your time to do so.",50,Apr-18,4.5,B.L. Restaurant
Chris H,Reasonable Lebanese Meal,"For those expecting Lebanese food - it is actually more of a pizza place, and the chef is Bulgarian (the owner is Lebanese).

But who cares, when you get great food? We absolutely loved the pizzas (tried 3 different ones), and the patio is very...More",50,Mar-18,4.5,B.L. Restaurant
Georgios R,B ulgarian & L ebanese mixed in a harmonic way,"Good Evening & Thank you for your review.
Apologies for our late reply.
We are Glad you enjoyed your visit to B.L.",50,Jan-18,4.5,B.L. Restaurant
jideo415,Food Orgasm,This was my first time having a meal at B.L. Will I be back? So many more times. I had the ribs with fries and an amazing salad. The food is great. A real proper foodie experience rounded up with an amazing desert. DEEP FRIED...More,45,Feb-18,4.5,B.L. Restaurant
David A,It is Bulgarian and Lebanese Restaurant,"For a few years, I did not realize what BL actually stands for until my clients from Thailand requested for a Thailand restaurant after 7 days of eating Nigerian dishes. So we decided to go to BL. SO just this week we walk into BL...More",45,Jan-18,4.5,B.L. Restaurant
Emmanuel E,Average impression,"Good Evening Sir,
Thank you for taking time to write this review.
We appreciate your comments.
Actually there is a Thai Restaurant down The street from B.L., 
we would be pleased to direct you and your guests.
Regards,",40,Dec-17,4.5,B.L. Restaurant
Lamide21,Nice to come back,Took my family to go have a pizza at this restaurant. Location was cool in a quiet corner. Once inside the ambience was very warm and cozy. Ordered for the pizza and drinks which did not take long to arrive. Hmm the pizza was thin...More,40,Nov-17,4.5,B.L. Restaurant
Hubert K,Delicious,"Good Evening Sir,
Thank you for your detailed review.
We appreciate your precious time given to this write up.
We will be pleased to Welcome you & your family again & again.",50,Nov-17,4.5,B.L. Restaurant
Freja A,Consistent,"This is a nice place. Very comfortable, very clean and cosy. Staff are friendly too. It’s for Lebanese cuisine and the meals are very well done with a good Mediterranean touch!",40,Oct-17,4.5,B.L. Restaurant
Laulo F,Best Mashed Potatoes,"Welcome Back !
Thank you for your Review.
We Do Appreciate,",30,Sep-17,4.5,B.L. Restaurant
gianpaolod327,Amazing,I had Lebanon Mixed Grill and it was fabulous! portion is very solid and you couldn't leave the restaurant hungry.,40,Jun-17,4.5,B.L. Restaurant
Leke-Adeboye,We had to go try it out... In our quest to eat Lagos.,"Good Evening !
We appreciate your Review.
Thank you for taking time to do so.
You are Always Welcome...",50,Apr-17,4.5,B.L. Restaurant
boukev2014,Good food!,I have been many times and the best thing with BL is the consistency. It's not an amazing place but it is reliable. You will always have a very good meal at a for Lagos reasonable price. People always come back.,40,Apr-17,4.5,B.L. Restaurant
wunmia2017,great time with friends,"Good Evening !
Thank you for your review.
We appreciate your valuable comments.
You are Always Welcome !",40,Mar-17,4.5,B.L. Restaurant
IvanS2,the best food in town,Visited with my husband in September 2017. Appetizers were tasty and so were the dinner dishes. I had ordered a pork dish that was supposed to have Camembert. It came without it and the chef came out to propose a different cheese. I appreciated that...More,50,Mar-17,4.5,B.L. Restaurant
joma0405,"Great Food, nice service","Good Evening !
Thank you for taking time and writing this review.
We appreciate and we apologize for this unforgivable mix up with 
The Camembert Cheese on Our Svinsko Ot Berkovitsza.
We promise to do our Best regarding The Cocktails/Mocktails Bar...
It's coming Up soon!!!",40,Feb-17,4.5,B.L. Restaurant
PatrickA3159,The address for tasty food.,One of the best restaurant il Lagos. If you want enjoy giant skewers this is the right place. The menu is rich of finest Lebanese and Balkans dishes. The service is the top due the costant of the two owners.,50,Nov-16,4.5,B.L. Restaurant
Meena G,Disappointing,"Wow...
Good Morning !
Thank you Sir,
We appreciate your patronage and the time you took to right this wonderful review.
You are always Welcome and we promise to do our best to keep up to your expectations.
Regards,",50,Dec-16,4.5,B.L. Restaurant
Abere N,Great food... Superb Customer service...,Had one of the best dinning experience at BL. The quality of the food there is world class.... top notch I must say. I had lunch there on Christmas day and I was blown away with the quality and portion of the food I got....More,45,Dec-16,4.5,B.L. Restaurant
beachbummer75,Delicious Lebanese Cuisine,"Good Evening,
Apologies for the late reply.
We really appreciate...
Actually B.L. will soon start serving a wider variety of fresh Juices, Non alcoholic drinks, tea and Coffee.
We cherish your review and will do our best to improve B.L. Restaurant to meet up our...More",45,Nov-16,4.5,B.L. Restaurant
Ravi D,Amazing Lebanese Food with huge portions,"We had the roast lamb stuffed with rice as we were in a big group. It was delicious, and the flavours penetrated through the meats and rice. Portions were huge.

Our starters comprising of fried cheese rolls and hummus with bread were also great.
  

The...More",40,Nov-16,4.5,B.L. Restaurant
Intrepidtravellers_8,Tasty Lebanese lunch,"Good Evening !
First we apologies for our late reply,
Somehow it didn't go thru when sent 3 weeks ago.
Then thank you in Bunches for your Kind review, we cherish your remarks and Foodie notes.

Regards,",40,Nov-16,4.5,B.L. Restaurant
Bukky M,What  lovely experience!,"I had heard about this place from a few friends and decided to go with family.
The place is very nicely done and the service was good though a bit slow - maybe because they had quite a few diners which is a rarity for...More",50,Sep-16,4.5,B.L. Restaurant
Colin P,One of the nicest restaurants in Lagos,"Good Evening and apologies for our late reply,
Thank you for your kind write up, we appreciate...
Please do not hesitate to signal any mistake or error that may occur from our service or kitchen any time you visit us.

Regards,",40,Oct-16,4.5,B.L. Restaurant
JKWelsh,A Food Oasis on VI,"We had a lovely selection of appetisers for our family lunch one Tuesday. For 3 of us we had cheese rolls, falafel, meat balls, fattoush, hummus with meat, and aubergine dip. These were served with Lebanese flatbreads.  My favourites were the cheese rolls, falafel and...More",40,Sep-16,4.5,B.L. Restaurant
Michael E,Pizza nightout,"Thank you very much.
We appreciate your review and recommendations.
Hopefully you can try The Bulgarian side of B.L. next time in town.
Looking forward serving you again,

Regards,
Rodi Kattan",40,Sep-16,4.5,B.L. Restaurant
Apapadim,New entrance,"This was a lovely experience – had a late lunch with my sister, friend and my 2 year old and it was a lovely experience. We were looking for a place to eat around Sinari Daranijo without having to come out on to Ajose Adeogun...More",50,Sep-16,4.5,B.L. Restaurant
LindaHartley,Late lunch/early dinner,"We Thank and Cherish your review.
We'll definitely work on our service to improve and serve you better.
We also thank TripAdvisor for both of us...
Hopefully (when ready) our high chair will accommodate your loved one.

Regards,",40,Aug-16,4.5,B.L. Restaurant
mstphy,"New, Fresh & Great Atmosphere!","We went to B.L's today for the first time.
The service was good, the food was excellent.
The restaurant had a great ambiance.
To any one here I recommend this place for a great time.

Definitely one of the better restaurants in Lagos.",50,Aug-16,4.5,B.L. Restaurant
RobertPaltiel,Wide choice of quality Lebanese food,"Good Morning !
Thank you Mr. Collin,
We Cherish your review and we are looking forward to give a better service.
We also appreciate your recommendation.

Regards,
Rodi",40,Jul-16,4.5,B.L. Restaurant
Naamtallah K,"Good Combination in Lagos,","Staying local to this restaurant and passed the building a few times without knowing what was behind the walls.
Visited on the recommendation of a colleague.

Wow, wished I had visited it 3 weeks ago!  Smart interior, super clean and with friendly staff who made...More",50,Jun-16,4.5,B.L. Restaurant
Naji197416,Good Food & Best Shisha.,"Good Morning,
Thank you for every and each of your observations.
We promise to increase our dessert list in the next menu.
Wide variety of Coffee, Tea and fresh juices will soon be available with opening of our second bar.
Lights already amended, dimmers control...More",40,Jul-16,4.5,B.L. Restaurant
Jordan I,Very nice place with great kitchen,So we were looking for a quick bite... when we drove past  BL. My brother suggested we go in and see what's the fastest plate we could get... well it took barely 10 mins and we were munching down on a well delivered pizza. The...More,50,Jul-16,4.5,B.L. Restaurant
Lez M,New and bright and full of life!,"Right in our neighborhood is a new Restaurant, Bar and Cafe all rolled into one.  Correct me if I am wrong, but I believe the food is a mixture of Middle Eastern cultures. We tried what the owner said were good and we really enjoyed...More",45,Jul-16,4.5,B.L. Restaurant
Lez M,Great New restaurant in Victoria Island,"Good Morning Dear Neighbor,
Thank you for taking time to write this review about B.L. Restaurant.
Yes, our cuisine is a mixture of Lebanese Cuisine (Middle Eastern) & Bulgarian Cuisine.
We also serve, Pizzas, Pastas, Grill & B.B.Q.
Looking forward your next visit to meet...More",45,Jul-16,4.5,B.L. Restaurant
