author_name,review_title,review_text,author_rating,visit_date,overall_rating,restaurant_name
Pacifique N,Diner with colleagues,"Nice place; very clean; good food; for those japanese food lovers, this is the right place to enjoy sushi... the staff is professional. 
We had a professional meeting, after work, and all went well. Maybe the music could be a little lower...",45,Nov-16,4,Bonzai Restaurant
benjaminbB2825FU,Sushi & More on VI,"Very nice & modern restaurant.
Sushi choice & other japanese favorite.

Tenpayaki is a must, to be tried out, with friends or colleagues",45,Oct-16,4,Bonzai Restaurant
Ibadanboy,Nice!,"Bonzai is a nice Japanese restaurant on Akin Adesola street in Victoria Island. Great food, good staff, lovely ambiance and nice location.",35,Mar-16,4,Bonzai Restaurant
Gerald G,Nice little restaurant best sushi,"Miss the TV and other ornaments that used to be on the walls , added a special feel,the food was good and service attentive, Will be back for more , that's for sure.Well done all and keep it up",30,Feb-16,4,Bonzai Restaurant
DubaiKoos,Very good!,Visited the restaurant twice. Once in  the evening for dinner and once for lunch. On both occasions the food was excellent. Staff was very friendly and tried their best. The price was not too bad either considering the location and type of food. Will definitely...More,40,Feb-16,4,Bonzai Restaurant
Rida_SF,Avergae,"Not best Resturant in its domain, bit food is ok. very good decor and atmosphere.good staff and service.",40,Jul-15,4,Bonzai Restaurant
thomasgN1999FY,"Calm, Nice, Neat & reasonnably priced Restaurant (almost unknwon by everyone)","We came to this restaurant almost twenty times the past year, it was almost always empty with more waiters than customer.
However the Japanese food is excellent and cheaper than any other Jap' restaurant of the city, there's a warmth welcome and only good reasons...More",40,Sep-15,4,Bonzai Restaurant
jollofmaster,"nice hibachi grill, nice atmosphere","Nice environment, neat and clean with a well stocked bar and 2 hibachi grill stations.
The chef was a nice talkative fellow and the food was pretty good...the rice was on point and the prawns and chicken pretty good. The beef wasn't too exciting though....More",40,Jul-15,4,Bonzai Restaurant
262Blondy,Good location and atmosphere,"They had recently renovation. The location is on one of the central streets in Victoria Island area. Parking is available,just in front (important for Lagos).  Cooks are expats and the food is great,Japanese,sushi. Good place for dinner. For lunch might be empty.",40,Dec-14,4,Bonzai Restaurant
513fredericd,Good,"Nice place, clean.  Platters are cheaper then at Izanagi.  Food was of good quality.  Among the best sushi I have had.  Cheesecake really good.",30,,4,Bonzai Restaurant
asianink,Nice new renovations...too bad the food didn't match,"I use to go to Bonzai, when I first moved here to V.I. I thought it was the best however totally expensive for what you get, especially if you are eating by yourself. I haven't eaten there in over a year since I have been...More",50,Sep-14,4,Bonzai Restaurant
T-Africa2000,Excellent Sushi,"I have eaten here twice now, once for lunch and once for dinner. The sushi is excellent. Prawn tempura, crab in shell, salmon and the sushi platter are all fantastic. Desserts are well worth it too, especially the cheese cake. Very expensive but worth it....More",40,May-14,4,Bonzai Restaurant
