author_name,review_title,review_text,author_rating,visit_date,overall_rating
Iuri T,Best of Italian in Lagos with AC,La veranda Restaurant is also best around especially in Vitoria island. talking of italian food and any other treat you might think of,30,May 2019,4.0
Vincent G,Good Italian Food with a poolside view,Thank you so much for this 5-star review. We really appreciate you being a customer and helping to share the word about us. We're here for you anytime.”,50,May 2019,4.0
Todd J,Good food and nice setting.,"Laveranda Pizza is one of a kind, and you are priviledge to ask for what you want in your pizza. The atmosphere was serene and the furniture were well set out just like the international settings. The service was excellent, waiters that are well groomed...gets to attend to your needs just with a sign to them to come.More",50,July 2018,4.0
TrustedTraveller58,Another Italian option in Lagos,Thank you so much for this 5-star review. We really appreciate you being a customer and helping to share the word about us. We're here for you anytime.,50,February 2019,4.0
Ade2566,Def Great Pizza but Service needs to Wake Up!,Great Pasta.  ...and their Mushrooms soup is amazing! Would definitely come here again. It slightly difficult to find it.  ...as there's no sign board outside.,40,January 2019,4.0
CSRam,dinner with frnz,"Was seated at the poolside, nice ambiance, good service and good food.overall very happy. The menu price is a bit on higher side but otherwise all ok.",40,September 2018,4.0
Johnny-be-Good17,Italian restaurant for people who have no idea about Italian food,thank you for stopping by. we hope to see you back soon,45,September 2018,4.0
okolie_ken,Hang out,"After two months in Nigeria I wanted to have Italian food again and went to La Veranda. I ordered the Spaghetti Carbonara, but that was not what they served me. I got overcooked spaghetti with creme fraiche and cheese. Very disappointing! I don't know how...More",45,August 2018,4.0
Ricalea,Where is Italy ?,Very nice pizza and wine. Really loved the ambience too. Do try the bbq pizza. Was delightful. The customer care was great too.,40,April 2018,4.0
Richard V,Where is Italy ??,thank you see you soon,40,April 2018,4.0
Arne B N,Overpriced,"Of course the site is nice with the pool and the terrace; but I am afraid this is all !
Service is very poor ; 15 minutes to get menus, 30 minutes to get the wine on the table + had to choose the wine...More",40,April 2018,4.0
Elio H,Fantastica Cucina Italiana,"Of course the site is nice with the pool and the terrace...but I am afraid that is all...
Service so so slow...waited 15 minutes to get menus...30 minutes to get the bottle of wine...had to choose the wine in the kitchen coz most of the...More",30,February 2018,4.0
Dazzagordi,"This restaurant was highly recommended, i thought it was over rated","Good food, nice enviroment, average service, too expencive. 4000N for a gin tonic with bad tonicwater...",50,February 2018,4.0
KITTAPPA,Good italiyan in VI,"Amazing Italian restaurant at the Blowfish Hotel in Victoria Island, Lagos...If you are looking for the best Italian food, you are in the right place...Great prices and very professional wait staff...",20,January 2018,4.0
mjacob007,Ok Italian in lagos,This restaurant is at the Blowfish hotel. It was recommended to us by our local office. I ordered the lasagna and it was very average. The vibe in the restaurant however was nice.,20,November 2017,4.0
MohamadJr,great outdoor,"Good  Italian restaurant  in Lagos VI  ! Been here many times. Good pizza and pasta with fast service.  most idle place for romantic couple, Good collection of wine sure it is expensive",30,November 2017,4.0
rowreal,Fast  Lunch  in Lagos Island,"La veranda is at the blowfish hotel in VI in lagos. Entrance to the restaurant is a bit confusing as you g through the hotel and walk by the pool. One can choose to sit outdoor or indoors. With harmattan, we sat indoors. Food was...More",50,November 2017,4.0
KayusYussuf,Interesting Restaurant,"i was very happy with the outdoor table, i took my shiesha (hokah) and relax in the evening Lagos breeze. the food was very delicious, especially the pizza and steak. great place for relaxation and food.",30,September 2017,4.0
Donaldis,Great place for food,"If you work or have a business function in Lagos Island and you need good and fast Lunch, Please visit La verenda. If you are in Victoria Island or Ikoyi, I will not advise you come here because of traffic and parking space unless you...More",40,October 2017,4.0
GChristoff,Best pizza! (,"Want to have a group dinner? Or an open air dinner? This restaurant has a delicious line up of meals especially if you love pizza, meat and fish. We went in a group of 20, so i do not know what it looks like to...More",40,September 2017,4.0
Laulo F,Delicious Italian,"Visited the restaurant yesterday with my husband and our two kids. We had the seafood soup, bruschetta, the Lasagna al Forno, a pizza and the ricotta and spinach ravioli. Everything was delicious and served piping hot! No dish let us down. And the portions were...More",40,September 2017,4.0
Madeira1964,My favourite italian in Lagos,Sitting outside by the pool in the evening is blissful.   I enjoy this restaurant as a corporate hangout.  It has great food and reasonable service - and prices are OK.  The setting is just great.   The issue now is to keep the consistency.  I noticed...More,45,July 2017,4.0
Rudolf M,Geat Pizza,"I had a pizza there the other day and I loved it. We were seating on the balcony, which had this fantastic breeze! Something you can not easily in Lagos",45,June 2017,4.0
lusssargsyan,Best Italian food in Lagos,"La Veranda is a very nice restaurant with a relaxing view to the pool where you can enjoy great pizza, pasta and have nice wine! Prices reasonable. Highly recommended.",40,May 2017,4.0
margueritak,Excellent,Not because I love italian cuisibe but this place is a very good address to have delicious pasta and pizza ! a must do,40,May 2017,4.0
Johnny A,Great environment,Such lovely place .nice food  clean most food is imported  . Best dish pasta vodka .pesto pasta chicken also my favourite,50,December 2016,4.0
AvnerNa,Nice Italian food,"A very nice restaurant with good Italian food.
this is not Rome but you can close your eyes when you are eating the Capressa and dream about Rome.
very warm place with great service
The food was well prepared and the presentation was very creative...More",40,May 2017,4.0
Onome O,Great Italian Food - The Best In Lagos,"Really diverse Italian menu fit for all palettes. Their freshly baked welcome bread basket with a choice of a chili dipping sauce and a black olive butter spread will certainly satisfy you while looking over their mouthwatering options.
Their pizzas have their own special appeal...More",50,May 2016,4.0
Musa M,great Italaian food,"This Restaurant is like your in Rome the food the wine a typical italien restaurant in middle of victoria island.
very warm place with great service. Gustso",50,February 2017,4.0
mspy a,Great Food and Service.,"I would recommend their pasta and risotto.
The food was well prepared and the presentation was very creative from the chef end.",50,March 2017,4.0
K9057TJ_,Excellent!,"Cozy atmosphere, tasty food, good service! Nice terrace with view on the pool!  They have a new chef! My friend took the filet. It was really nice and tasty with a very beautiful sauce Italian way! I tried the new vodka spaghetti! You should not...More",50,March 2017,4.0
ReviewsByNS,It's ok!,"I would say that this restaurant stands out for lack of a worthy competition.
It's the best ""Pasta"" restaurant amongst what's available in Lagos although I was informed that Basilico is the best for pasta according the the Italians ..!
At La Veranda , The...More",40,March 2017,4.0
kito0905,Heart warming Italian!,"I sat on the terrace enjoying the swimming pool view and the calm surroundings. Then the waiter came and informed me that the chef is new. To be honest, I was a bit skeptic because the old chef was simply amazing. The dishes I ordered...More",50,February 2017,4.0
JoeBlovesgoodfood,Spectacular!!!,"Truly authentic, top quality Italian food.  The pizzas from the wood fired oven are divine, the Delicata and Diavola (add mushrooms).  The salads and pastas are delicious. Really all are delicious.  Best to go in a group of 4 or more so you can share...More",50,February 2017,4.0
gcxotf,It's OK alfresco,Decent Italian cuisine some dishes not up to the mark (lamb) veg n greens quite decent. Thursday evening live jazz by the pool. Decor ok. Staff above average,50,December 2016,4.0
Catherine R,Service excellence,"I was really impressed with my dinner, the food was delicious, great menu. The service was outstanding and the ambiance was very relaxing. I will definitely return.",40,November 2016,4.0
OluwaDamilola O,Great place,"Nice ambience , food was great , nicely portioned , we were full after the appetizer 😬😬😬 we selected from the MasterCard menu , was nice",45,November 2016,4.0
Evan C,Great Italian,"Tasty, wide range of Italian and cosmopolitan foods, excellent waiter service, good value for money!",45,November 2016,4.0
Flakey0933,FOOD - Glorious food,"I had the Chicken pesto pasta for my main course and for starters mozzarella with tomatoes - everything tasted so fresh. One has to try it when in the area. Just ask for a waiter called Hillary, special kind of guy.",40,October 2016,4.0
ruksabada,Best Italian Food,Italian food at its best. Good wine selection. Calm ambience in a cosy location. Service at its best. Memorable experience.,40,September 2016,4.0
JesintaA1,Italian at it's Best,There's not many restaurants that get Italian right and La Veranda does the service the cosy location the staff the view is memorable and rather romantic. Love the pizzas:-) :-) :-) :-),50,September 2016,4.0
No7Food,Beautiful food with many seating choices....,"The food here is very, very good. Well executed Italian fresh food.
Service is very good and they also have a very good wine selection.
I also like the fact that you have three choices of seating.....
Indoors.... Outdoors.... Or poolside...

One of my favourites",40,October 2016,4.0
princessashinze,My evening @ La veranda,"I had an amazing time at La Varanda, my first attempt at Italian cuisine. I enjoyed my pasta I think that was menu 67. The cocktail I had was very very poor. My partners steak was perfect. Generally i felt it was abit overpriced.",40,July 2016,4.0
robertgB5456BA,"Relaxed, outside Italian dining","Invited out for dinner and not been to La Veranda previously, but will be a regular. A mixed selection of starters, followed by selection of mains amongst the 6 of us. The food was really rather good, better than expected and the manger came across...More",50,July 2016,4.0
Ibadanboy,Lovely!,"The Veranda restaurant is a nice place on Oju Olobun street in Victoria Island. Good Italian food, nice service and a pleasant environment",50,April 2016,4.0
bunmiOdez,Nice Italian food,"Starters (seafood) were on point. I tried all three of their pastas, which were good. I think their cheesecake is the best I have had so far. I was not soo excited about their lasagne but I definitely plan to go there again.",50,June 2016,4.0
tIGN1,not Italian,Attempt to Italian food. Loads of garlic and impossible sauces to the primi piatti. Pizza is also not good.,50,March 2016,4.0
iyoboi,Nice ambiance but food was average,Went here with another couple to celebrate my husbands birthday. The Resturant is located at the back of a boutique hotel. We walked through the lobby and then out to the pool area before getting to the Resturant. The waiter that served us was very...More,40,December 2015,4.0
Rida_SF,Number one Resturant,Best Italian Resturant In Lagos. Fadi the manager is one of the best you could ever meet.Excellent Service and Quality.,40,February 2016,4.0
PrashantDokania,Nice Italian Cuisine,"We went to La Veranda after reading + reviews and we're happy to visit this nice Italian restaurant. The pasta with pesto sauce was very nice. The veg pizza was also ok. The portion size was on lower side with the pricing. Else, all was...More",40,February 2016,4.0
Apapadim,Nothing special,"Usual continental food, expensive with poor service. Located in Victoria Island with swimming pool view.",40,March 2015,4.0
Scipione70,Finally an Italian restaurant in Lagos,"I spent a long time in NIgeria and in Lagos. I visited many ""italian"" restaurants but they were ""nigerian/italian"" restaurant.
La veranda is a small corner of Italy in Nigeria, inside hotel Blowfish. Guests are very nice.
Guest can have a wide selection of italian...More",45,November 2015,4.0
יובל ב,High standard Italian restaurant,"A very good restaurant. Great food and not just because it's Lagos. The risotto is excellent and the pizza is pretty good as well. The place is a bit expensive. For shared starter, main course and some wine you will easily pay 7000-8000 Naira. 
Overall...More",45,September 2015,4.0
Yetunde O,Yummiest pesto sauce ever !!!,"Had a delicious Penne with pesto sauce that was to die for,It hit all the right notes 😀.The service was good,the wait staff were professional and extremely helpful . Will definitely be visiting again to try out more pizza & pasta dishes.",40,December 2015,4.0
KROgirl,Authentic Italian food in Nigeria!,The food at La Verdana is so good - not just your usual pizza and pasta choices but other authentic Italian dishes too. Highly recommended for anyone staying in Lagos who wants to avoid dodgy hotel attempts at Italian cuisine!,40,November 2015,4.0
djpri,Lovely Italian Food,"Located just past the swimming pool of the hotel premises, the upstairs dining better known as La Veranda serves a mean Italian faire. The dishes and choices are galore, with a decent wine selection and excellent dessert menu. The food is freshly prepared and with...More",30,September 2015,4.0
810michelled,Tres bon et service parfait,"Rare in Lagos the staff is perfect and dishes not too long to get 
We ate the mushrooms bruchettas that are not wonderful then the main dishes  perfect .... It s a place to go",40,November 2015,4.0
SumacH123,Do not miss LaVeranda!,"Fabulous Italian food-pasta, pizza and my favorite-the eggplant parmigian appetizer! A little hard to find but worth the search!",40,August 2015,4.0
victorguezflores,GOOD ITALIAN FOOD,La Veranda is inside The Blowfish hotel. The place is unpretitious with the unevitable 60's look but the foo is good. I like the best they have a wide menu. I have come twice and I  have not eaten neither pasta nor pizza. Meat dishes...More,40,October 2015,4.0
Marg M,Above average for Lagos,First time patron. Had pizza and seafood salad. Hands down best seafood salad ever. Pizza best I have had in Lagos.,50,October 2015,4.0
Pieter_Mari,Relaxing lunch,"I had lunch together with my wife at La Veranda on 17/10/2015. The setting is pleasant and relaxing as it overlooks the pool of the Blowfish Hotel.

Service was good and the beer cold - always a good start for a relaxing lunch. I opted...More",40,October 2015,4.0
Seye B,La Veranda Heaven,"As long as I live in Lagos, and LaVeranda is in business, i will go to LaVeranda for good food and great service. The chef has to be the best at making tagliatelle la salmone (hope I got that right, number 36 on the menu...More",50,February 2015,4.0
962gilliani,Good food,"Good food, very tasty and lots of choice. Had the prawns n garlic to start, very tasty would recommend. Pasta to follow and both myself and husband enjoyed it.",50,July 2015,4.0
Segaria226,Good Italian food,"We went with friends on a Sunday lunchtime. It's part of the Blowfish hotel and is situated above their pool. It was pouring with rain when we were there but normally would be a very nice outdoor location. 

The food quality was very good. I...More",40,July 2015,4.0
Levern E,Foodies Will Love This,"It's a great setting and the food is fabulous!!! Particularly like their starters, salads and pizzas. Good options for vegetarians as well.",40,March 2015,4.0
W5227FXpeterf,Comfy Corner,"good place to eat just as if you are home with variety of choices, located at a quiet area without distractions.",40,June 2015,4.0
gypsicsoul,Always a decent meal,"There are very few restaurants in Lagos worth repeat visits and this is one of the few. Basic Italian fare, good service, an exhaustive menu, and the relaxed atmosphere make this place one of our  favourite go-to restaurants in the city.",45,June 2015,4.0
DineFrequently,Well worth visiting,"We were looking for fresh lighter side meals. Our waiter Kamal was outstanding. He had a great sense of humour, knows his wine and went out of his way to make this a very pleasant experience. The owner/manager was equally pleasant offering additional eating tips...More",45,,4.0
Hisham M,Amazing food and ambiance,"It s an amazing place with a loveable ambiance... Good for business romance and chilling out with friends.
Pizzas are exceptional especially the truffle one... Filet mignon chicken milanais and all pastas are incredible...
Healthy tasty and incredible food.
I loved it and I keep...More",40,,4.0
Haresh C,"Good service, great ambience & amazing food.","Veranda & it's sister restaurant Izanagi, are probably the best two world-class restaurants in Lagos.",40,March 2015,4.0
cha7777,Good pasta in italien restaurant,"It is a good rearaurant , the place is small but nice design , there is small nice terrase in front of a pool , the best food is pasta",40,,4.0
Mohaned E,Pizza and Pizza,"Hi Folks,
Well this is another getaway should you call it. 
The restaurant is simple and neat.  
It's a nice place to hangout with friends or family for me because it's not always crowded and not noisy. 
My favorite order would be a Pizza, they...More",50,September 2014,4.0
Rahulshinde,Another good restaurant,"Took my family for a lunch at their enclosed terrace, got packed quite fast. The risotto was great, not to sticky, but packed with cheesy flavour and texture. Lasagna was just ok, would not recommend to anyone. Tried prosciutto pizza was good, but prosciutto were...More",50,February 2015,4.0
Vania M,Best Italian in town,"Very nice food - especially pizzas & pasta!
Very good service
Nice view over Blowfish swimming pool
Impeccably clean",50,November 2014,4.0
kito0905,Absolutely fantastic!!,The food was delicious and the service impeccable. The pool view made our meal even more relaxing and enjoyable. Definitely the best Italian restaurant in Lagos!!!,50,January 2015,4.0
Ugwu N,Best Lagos Pizza,"There is a  alot to love about this place. the food is just off the chain and the staff were real friendly. food took a bit to come but it was worth it. 

The offer you a place to charge yor laptop while you wait...More",30,December 2014,4.0
Ravi D,La Veranda - good food - good service,"Like its sister restaurant, Izanagi, the service at La Veranda is very attentive. The good is very good especially the pastas. Main courses are fine but not exceptional.",40,October 2014,4.0
Mademoiselle_Sanne,Can recommend the risotto,"Nice atmosphere, especially on the terrace. Friendly service, good food. The chef came out to greet us. Can recommend the risotto!",40,,4.0
Oyibo2014,"Great food, nice location","The food here is great - simple Italian food done really nicely.  Indoor seating, but outdoor terrace is lovely - looks over the Blowfish hotel pool.  After dinner you can have a drink by the pool, nice spot.  Friendly staff, good hosts too.",50,September 2014,4.0
classicchi,I love this restaurant,"They understand customer service and the waiters are well trained which is refreshing in Lagos, I have been coming to La veranda for quite a while and it is one of my favorite places to eat amazing pastas and the risotto is perfect. Their seafood...More",50,October 2014,4.0
RSH611,Fantastic Italian food!!,"One of the best restaurant in town for Italian food. Very good quality and presentation.
Order drinks early enough, it takes sometime... Bar service is slow but great food..",40,,4.0
TimmoW16,Good food selection and relaxed environment,We went for dinner and throughly enjoyed the bruschetta. The pasta is also very good here. Was nice to relax with a drink by the pool after dinner as well.,45,,4.0
SarahTriwulan,Attentive Service and Great Food,"Having visited La Veranda with my family for dinner last week, we all agreed that it was one of the best dinner experiences out in Lagos for a long time. The service, food and ambiance were all on point. Waiters were attentive (poured drinks when...More",45,October 2014,4.0
rebecca_vanella,Amazing,A very nice Italian restaurant in Lagos . Food was very tasty. Mushroom Soup was great.  Also the brushetta and fried mozzarella were very nice . I had Shrimp risotto which was very tasty but small portion . On the contrary the sea food pasta...More,40,October 2014,4.0
KapilV611,Decent ambience in the pleasant evenings,"Its a small italian restaurant , offering nice quality of food and a decent seating options of indoor/outdoors so that you enjoy the weather also if its pleasant.",40,September 2014,4.0
Meena G,Best for lunches and midday snack,Amazing fresh pizza their pesto pasta is worth a try fungi bruschetta and goog place for vegetarians too. Pool side casual sitting adds to the overall experience,40,August 2014,4.0
Highlander17,Overnight stop for meeting in Lagos,Been a year since last in this great Restaurant and once again I was not disappointed. I ordered a Pizza that was not standard to the menu. Its was freshly made in the oven in view and the quality and taste of this pizza made...More,40,August 2014,4.0
ollyl_12,"Good restaurant, nice salads and pizza","We recently went to Le Veranda for a friends leaving from Lagos meal. The restaurant is clean and nice, and there is plenty of space so a nice long table was waiting for us.

We ordered a selection of starters which were nice, not amazing,...More",50,July 2014,4.0
CJPSanRamon,"Step inside, you're not in bustling Lagos anymore...","peaceful...  staff is there when you need them and not there when you dont (they dont hover) unlike other places in Lagos.

Food was excellent, pizza very good 1 pizza for 2 people plus a salad will do just fine.  Antipasto type salad very good...More",50,July 2014,4.0
M R,One of very few peaceful and tranquil places to relax and enjoy good food and Service in lagos,Charming location at the back of the hotel by the pool outdoor seating as well as several indoor / sheltered locations. Service is always attentive but not invasive and the food (Indian menu) was very high standard - I recommend the fresh cooked naan bread....More,40,July 2014,4.0
AlisonB1977,Highly recommended!,"We visited the restaurant the Saturday after Christmas and were the only customers. This can mean one of two things in Lagos, either shoddy customer service with unapologetic shrugging when told something isn't available or attentive staff and a pleasant experience. Luckily, this restaurant was...More",50,December 2013,4.0
Highlander17,Evening Meal with a good Buddy,"I have eaten in this Restaurant many times but never written a review before.  The location overlooking the pool is splendid from either inside or outside seating.  

The staff are fabulous in this Italian are very attentive and pleasant in there manner.  The food on...More",40,December 2013,4.0
974raedg,Peaceful and quite atmosphere,"This restaurant is one of my favorite in lagos, the food is excellent especially their seafood salad. They have an indoor and outdoor view overlooking the pool.",30,June 2013,4.0
asianink,Better than I expected,"4 1/2 years living here in Victoria Island, Lagos, Nigeria and this is the first time I have visited the restaurant. The only reason I went today for lunch was because the manager is babysitting Izanagi's while Bernard is away on a much needed vacation....More",40,August 2013,4.0
A D,Excellent Service and food!,The staff made us feel very welcome and was helpful with food and wine selection. They serve fantastic appetizers on the house. We will definitely be visiting regularly... And they offer a free delivery service! Thumbs up for the best service in Lagos thus far...and...More,50,August 2013,4.0
pondheron,Delighful Italian Food - attentive staff excellent chef.,"Out with a couple of friends on a very pleasant July evening in Lagos, we chose to dine at this cosy Italian restaurant - choosing to sit in the own air Verandah. The gentle Atlantic sea breeze was absolutely priceless.  Since we were all fresh...More",40,July 2013,4.0
