author_name,review_title,review_text,author_rating,visit_date,overall_rating,restaurant_name
princessashinze,My first time at Brazzerie,"Dear Omelebele N,
We are glad you enjoyed your stay with us. We appreciate you taking your time to sharing your experience, we look forward to welcoming you and ensuring you have a memorable stay next time.",50,Aug-16,4,Brazerrie
adey_naija,Great Buffet Experience,"I ate here as breakfast was included in my room rate. I liked that they had some local food, fried plantains, etc, and there's an omelette station, but I wouldn't go out of my way to eat here. The coffee could be a lot better...and one day the toaster was broken and they couldn't do anything about it.More",30,Aug-16,4,Brazerrie
iyoboi,Just OK,"Dear Marcus K,

Thank you for taking the time to share your thoughts regarding this issue. We appreciate you bringing it to our attention. We will share your message appropriately within the organization",30,Aug-16,4,Brazerrie
mdheenadayalan,Breakfast at Brazzerie,Decor of the place is good. however layout is bit like maze. Buffet provides lots of options (not all are good).,20,May-16,4,Brazerrie
Ibadanboy,Nice!,"Dear ASHU275,

Thank you for taking the time to share your feedback, it is integral to our ability to continue to improve our service. We appreciate you bringing it to our attention. We will share your message appropriately within the organization.",30,Apr-16,4,Brazerrie
Eliseo_Alvarez,Nice place to eat,"Restaurant with a mid size buffet, but good quality and very kind and friendly staff. I was lodged at the Four Points Hotel, so I had lunch and dinner here. No complaints at all.More",40,Mar-16,4,Brazerrie
Feyisitan B,Birthday lunch,"Dear Elviseo_Alvarez

On behalf of everyone at Four Points by Sheraton Lagos, we would like to thank you for visiting our restaurant. We value the trust you have put in our services and would like to thank you for that. It’s always a pleasure serving...More",35,Feb-16,4,Brazerrie
Kevin S,decent food choices,"I went with my family to celebrate a birthday, it was alright, the staff has been reduced from the last time we had been there so the service suffered a bit. Yeah it's a buffet seeing but spending another half hour to find someone to...More",35,Mar-16,4,Brazerrie
Melanie191076,Something for eveyone,"Dear Feyisitan B,

Thank you for taking the time to write a review regarding your experience at the brazzerie restaurant. kindly accept our sincere regrets on the challenges you experienced during your last visit. Please be assured that necessary actions would be taken to enhance...More",35,Dec-15,4,Brazerrie
Kkay W,Average,Ate at Brazzerie several times while in town on business.  There is a varied selection between local and western food.  There are some good choices and some not so good choices.  The omelettes in the morning are very good.  The pork and salmon at night...More,35,Jan-16,4,Brazerrie
BerkeleysMom,NIce wide selection of local and international fare,"Dear Kevin S
Thank you for patronizing us at the Brazzerie restaurant. We appreciate your feedback which is valuable for our service improvement. Our pricing is comparable to similar properties in the area and we feel we provide good value given our central location and...More",50,Jan-16,4,Brazerrie
mikembungu,Amazing restaurant,The food here is lovely. Buffet breakfast caters for all nationalities and ages. Room service menu is also the same. The prices are high but it's worth it.,40,Oct-15,4,Brazerrie
Oyibo-VFX,No more then nice,"Dear Melanie191076

Thank you for patronizing us at the Brazzerie restaurant. We appreciate your feedback and we are glad you liked our food. We hope to see you again and wow you.

Best regards",30,Dec-15,4,Brazerrie
Madeelkhan81,nice breakfast place,"Mostly Nigerian selection, although if your a pasta fan the pasta dishes cooked fresh are very good. Presentation really lets the food down.",50,Nov-15,4,Brazerrie
Christopher S,Never been ill from it yet,The buffet style of restaurant is always my choice when traveling. The Brazzerie offers and nice selection of both local and international choices in their extensive buffet.,30,Nov-15,4,Brazerrie
JeffOtieno,A good restaurant in Lagos,Features fresh juices and fruits and a wide variety of international dishes as well as local Nigerian delicacies.,40,Oct-15,4,Brazerrie
sweetweet,Another Favourite,They had a nice variety but it was just displayed poorly. And very brownish (overall color) Breakfast was OK. But not worth the price they're asking for it,50,Oct-14,4,Brazerrie
vadders,Eat in the hotel,"coffee was super , place is quite open , only wish to have more halal food there. so next time i can try more of local delicacies",30,May-15,4,Brazerrie
TyKukoyi,"Good Business, Courteous Staff",Good choice of European and Nigerian food - I am usually happy as are my Nigerian colleagues. I have never had any difficulties with upset stomach or suchlike from eating here.,40,,4,Brazerrie
Amr_Heikal,Breakfast @ Brazzerie,This restaurant is located inside the hotel (Four points by Sheraton) and has excellent food and service.  Many business groups held their breakfast or lunch sessions in this restaurant during my stay.  I liked the food variety and the helpfulness of the staff,40,Mar-15,4,Brazerrie
OmarB2908,Nice!,Nice ambiance. Buffet could do with more variety. Staff were very friendly. Will recommend this restaurant.,40,Nov-14,4,Brazerrie
Ibadanboy,Nice meal!,"Lunch at Brazzerie is a complete affair. Serving up both local and international dishes, there is a very inclusive buffet that is highly recommended. Tasty Nigerian dishes are available as well as more standard international cuisine. The restaurant is well laid out, service was decent...More",35,Jan-15,4,Brazerrie
RFares2014,Very Good Food,"The quality and diversity of food on the buffet is very good.
The Italian corner gives the buffet a very lively food choice as you can really decide on your own pasta and have it prepared immediately.",35,Nov-14,4,Brazerrie
Segaria226,Good option to try local food,"A good selection at this buffet on the first floor of the 4 points hotel and quite nice surroundings. There is Nigerian food, a selection of Indian dishes, salads and some good fish. 

It was recommended by a Nigerian friend who specifically took us there...More",35,,4,Brazerrie
email20,Poor qwality food and service,"Food is realyy very poorly presented, came across as a schlip slap style....meat dry and  hard ontop....not enough variety for european guest....waiter service bad no one  noticed  me...no drink order taken dirty plates left  not clear the entire time i was there... 
This is not...More",35,Nov-14,4,Brazerrie
FelaLives,Good food but outrageously expensive.,Wide array of continental and Nigerian dishes offered as a buffet. The bitterleaf/egusi soup is marvelous. The Chapman is good. We went as a group of five. The food is quite expensive. The service is good. But the security chap at the restaurant landing may...More,40,Aug-14,4,Brazerrie
Voyager_Nineteen71,Good variety,"HI Felalives,

Thanks again for your review, which has been shared with the management.

 Comfort, great services and value for our guests and  customers is paramount to us.

Hope to have you dine with us soon.

Your friends",40,Feb-14,4,Brazerrie
KaiUWulff,Staff not empowered - mot healthy enough,Good buffet spread with enough items for vegetarians. Helpful staff ready to accommodate any special request in case there is a shortage of variety.,50,Jan-14,4,Brazerrie
186338Rob,Bland,"During every buffet service (which is repetitive and has too many high calorie and too few healthy choices (like all chicken and fish dishes are mixed with heavy, fatty, oily sauces. Many times with high starch binders) there is a life cooking station with very...More",30,Oct-13,4,Brazerrie
snowytrigger,Travesty,"Hi KaiUWulff,

Thank you for patronizing us at the Brazzerie restaurant. We appreciate your feedback which is valuable for our service improvement.it. We hope to see you again and wow you beyond your imagination.

Kind regards",20,Oct-13,4,Brazerrie
sandrmom,Boring and poor quality,A one-off visit might be ok but when staying in the hotel for any length of time the food becomes very repetitive and is rather bland,40,Jun-13,4,Brazerrie
